"x"
-236.2202932
-71.22029321
-229.2202932
-178.2202932
-199.2202932
-28.22029321
-120.2202932
-138.2202932
68.77970679
16.77970679
-34.22029321
-193.2202932
-44.22029321
-80.22029321
-181.2202932
-129.2202932
-178.2202932
-89.22029321
-193.2202932
-80.22029321
-117.2202932
83.77970679
-65.22029321
-144.2202932
-223.2202932
-126.2202932
-92.22029321
-162.2202932
-211.2202932
-229.2202932
-229.2202932
-266.2202932
-95.22029321
26.77970679
-98.22029321
-105.2202932
-202.2202932
-181.2202932
-266.2202932
-233.2202932
-144.2202932
-120.2202932
-251.2202932
-101.2202932
111.7797068
-4.220293209
56.77970679
-31.22029321
-89.22029321
-138.2202932
-178.2202932
-44.22029321
-135.2202932
-80.22029321
-101.2202932
1.779706791
16.77970679
211.7797068
22.77970679
-132.2202932
-175.2202932
-175.2202932
-193.2202932
-153.2202932
-71.22029321
-153.2202932
-162.2202932
-193.2202932
-1.220293209
151.7797068
-19.22029321
-126.2202932
-31.22029321
-141.2202932
-184.2202932
-98.22029321
-120.2202932
-135.2202932
-190.2202932
-111.2202932
29.77970679
166.7797068
187.7797068
-74.22029321
-187.2202932
-98.22029321
-193.2202932
-132.2202932
32.77970679
29.77970679
-190.2202932
-80.22029321
41.77970679
126.7797068
-25.22029321
-4.220293209
-95.22029321
-89.22029321
-111.2202932
-120.2202932
-31.22029321
-114.2202932
-184.2202932
-62.22029321
114.7797068
175.7797068
-1.220293209
-50.22029321
-138.2202932
-117.2202932
-156.2202932
-205.2202932
-132.2202932
-111.2202932
-126.2202932
-31.22029321
53.77970679
187.7797068
126.7797068
-62.22029321
-184.2202932
-236.2202932
-150.2202932
-181.2202932
-53.22029321
-120.2202932
-86.22029321
-111.2202932
135.7797068
129.7797068
62.77970679
-153.2202932
-202.2202932
-245.2202932
-184.2202932
-208.2202932
-117.2202932
-150.2202932
-129.2202932
44.77970679
166.7797068
129.7797068
-22.22029321
-65.22029321
-16.22029321
-71.22029321
-172.2202932
-98.22029321
-141.2202932
-111.2202932
-162.2202932
-135.2202932
90.77970679
77.77970679
62.77970679
-65.22029321
-120.2202932
-62.22029321
-220.2202932
-68.22029321
-65.22029321
-77.22029321
-126.2202932
-80.22029321
41.77970679
175.7797068
13.77970679
-159.2202932
-199.2202932
-239.2202932
-114.2202932
-105.2202932
-50.22029321
-95.22029321
-141.2202932
-7.220293209
181.7797068
218.7797068
-1.220293209
-108.2202932
-92.22029321
-184.2202932
-117.2202932
-68.22029321
-13.22029321
10.77970679
19.77970679
-22.22029321
65.77970679
166.7797068
90.77970679
-123.2202932
-144.2202932
-214.2202932
-202.2202932
-83.22029321
-132.2202932
-120.2202932
-80.22029321
-16.22029321
71.77970679
236.7797068
77.77970679
19.77970679
-92.22029321
-178.2202932
-65.22029321
-47.22029321
-74.22029321
-98.22029321
-108.2202932
-80.22029321
187.7797068
282.7797068
199.7797068
35.77970679
-83.22029321
-169.2202932
-144.2202932
-108.2202932
-101.2202932
7.779706791
-71.22029321
-56.22029321
199.7797068
279.7797068
282.7797068
151.7797068
10.77970679
53.77970679
53.77970679
68.77970679
26.77970679
10.77970679
-80.22029321
29.77970679
285.7797068
303.7797068
129.7797068
-13.22029321
-138.2202932
-56.22029321
-92.22029321
-92.22029321
26.77970679
50.77970679
-16.22029321
-56.22029321
175.7797068
303.7797068
10.77970679
13.77970679
-129.2202932
-86.22029321
-126.2202932
-80.22029321
-44.22029321
-108.2202932
-229.2202932
-7.220293209
147.7797068
242.7797068
-34.22029321
-74.22029321
-129.2202932
-117.2202932
-65.22029321
-120.2202932
-56.22029321
-65.22029321
-159.2202932
-77.22029321
47.77970679
318.7797068
102.7797068
-31.22029321
-101.2202932
-71.22029321
-68.22029321
-117.2202932
-65.22029321
-150.2202932
-92.22029321
-74.22029321
181.7797068
215.7797068
-10.22029321
-13.22029321
-196.2202932
-229.2202932
-156.2202932
-120.2202932
-172.2202932
-41.22029321
